in_a,in_b,in_c,out_type,out_angle
42.02003147467099,42.02003147467099,42.02003147467099,3,1
83.00334426180478,83.00334426180478,83.00334426180478,3,1
58.833491618575216,58.833491618575216,58.833491618575216,3,1
41.13697895217558,41.13697895217558,41.13697895217558,3,1
89.32764452569378,89.32764452569378,89.32764452569378,3,1
90.21331598501519,90.21331598501519,90.21331598501519,3,1
35.90326892554885,35.90326892554885,35.90326892554885,3,1
13.476196171305427,13.476196171305427,13.476196171305427,3,1
88.13975079199028,88.13975079199028,88.13975079199028,3,1
91.12751206682127,91.12751206682127,91.12751206682127,3,1
92.46213216796838,92.46213216796838,92.46213216796838,3,1
17.422713261959267,17.422713261959267,17.422713261959267,3,1
65.5054487646797,65.5054487646797,65.5054487646797,3,1
70.04390897704386,70.04390897704386,70.04390897704386,3,1
72.61092921968374,72.61092921968374,72.61092921968374,3,1
72.4789848639979,72.4789848639979,72.4789848639979,3,1
17.053673664713237,17.053673664713237,17.053673664713237,3,1
69.75065564706938,69.75065564706938,69.75065564706938,3,1
32.20738158942158,32.20738158942158,32.20738158942158,3,1
55.98945278489483,55.98945278489483,55.98945278489483,3,1
81.53471774295846,81.53471774295846,81.53471774295846,3,1
63.28185603862655,63.28185603862655,63.28185603862655,3,1
86.10915026095697,86.10915026095697,86.10915026095697,3,1
9.499138137200497,9.499138137200497,9.499138137200497,3,1
7.5555262109887735,7.5555262109887735,7.5555262109887735,3,1
66.02067363431391,66.02067363431391,66.02067363431391,3,1
52.99316833273451,52.99316833273451,52.99316833273451,3,1
40.800909948966826,40.800909948966826,40.800909948966826,3,1
32.600616720112015,32.600616720112015,32.600616720112015,3,1
9.032399556129342,9.032399556129342,9.032399556129342,3,1
41.03985432924612,41.03985432924612,41.03985432924612,3,1
59.96569692317523,59.96569692317523,59.96569692317523,3,1
74.59753981135906,74.59753981135906,74.59753981135906,3,1
14.544321444740888,14.544321444740888,14.544321444740888,3,1
89.85979307479913,89.85979307479913,89.85979307479913,3,1
90.48097126586444,90.48097126586444,90.48097126586444,3,1
57.046453377178786,57.046453377178786,57.046453377178786,3,1
40.867169988368154,40.867169988368154,40.867169988368154,3,1
97.22299548392152,97.22299548392152,97.22299548392152,3,1
51.29764966485007,51.29764966485007,51.29764966485007,3,1
64.08798143325407,64.08798143325407,64.08798143325407,3,1
29.774611451991248,29.774611451991248,29.774611451991248,3,1
19.427266781420602,19.427266781420602,19.427266781420602,3,1
48.104120680801564,48.104120680801564,48.104120680801564,3,1
97.8316754642017,97.8316754642017,97.8316754642017,3,1
71.42261363791616,71.42261363791616,71.42261363791616,3,1
87.51232388980443,87.51232388980443,87.51232388980443,3,1
26.50838017919309,26.50838017919309,26.50838017919309,3,1
41.8094449058904,41.8094449058904,41.8094449058904,3,1
46.29979609490545,46.29979609490545,46.29979609490545,3,1
42.990164545774064,42.990164545774064,42.990164545774064,3,1
36.01533287424304,36.01533287424304,36.01533287424304,3,1
31.554040350959948,31.554040350959948,31.554040350959948,3,1
7.452730508754878,7.452730508754878,7.452730508754878,3,1
17.319785428219795,17.319785428219795,17.319785428219795,3,1
25.736123338441626,25.736123338441626,25.736123338441626,3,1
93.03217978047417,93.03217978047417,93.03217978047417,3,1
91.32684369019336,91.32684369019336,91.32684369019336,3,1
96.00576271050397,96.00576271050397,96.00576271050397,3,1
49.659916081859485,49.659916081859485,49.659916081859485,3,1
86.98513814882085,86.98513814882085,86.98513814882085,3,1
11.00405802114747,11.00405802114747,11.00405802114747,3,1
26.945286666571295,26.945286666571295,26.945286666571295,3,1
81.05582201983523,81.05582201983523,81.05582201983523,3,1
59.14662561350396,59.14662561350396,59.14662561350396,3,1
23.402407077160007,23.402407077160007,23.402407077160007,3,1
4.487107656865048,4.487107656865048,4.487107656865048,3,1
54.15377551654675,54.15377551654675,54.15377551654675,3,1
12.81849912254594,12.81849912254594,12.81849912254594,3,1
49.130870653359636,49.130870653359636,49.130870653359636,3,1
64.59852022351045,64.59852022351045,64.59852022351045,3,1
19.677904536576907,19.677904536576907,19.677904536576907,3,1
59.38939364052196,59.38939364052196,59.38939364052196,3,1
71.16426641262751,71.16426641262751,71.16426641262751,3,1
54.56278893116427,54.56278893116427,54.56278893116427,3,1
92.07455999386025,92.07455999386025,92.07455999386025,3,1
33.07951352925868,33.07951352925868,33.07951352925868,3,1
78.31858217602269,78.31858217602269,78.31858217602269,3,1
37.74961969632341,37.74961969632341,37.74961969632341,3,1
81.38942246994255,81.38942246994255,81.38942246994255,3,1
96.48692637474514,96.48692637474514,96.48692637474514,3,1
65.66617026961293,65.66617026961293,65.66617026961293,3,1
82.21512188767835,82.21512188767835,82.21512188767835,3,1
34.70417243359736,34.70417243359736,34.70417243359736,3,1
20.3963628862862,20.3963628862862,20.3963628862862,3,1
56.53329768293263,56.53329768293263,56.53329768293263,3,1
47.195291243121744,47.195291243121744,47.195291243121744,3,1
14.843042299001016,14.843042299001016,14.843042299001016,3,1
39.79102325257842,39.79102325257842,39.79102325257842,3,1
36.56909692631386,36.56909692631386,36.56909692631386,3,1
65.95844982167081,65.95844982167081,65.95844982167081,3,1
19.70308397304647,19.70308397304647,19.70308397304647,3,1
74.08120777005482,74.08120777005482,74.08120777005482,3,1
89.5655013464719,89.5655013464719,89.5655013464719,3,1
35.97720500100261,35.97720500100261,35.97720500100261,3,1
84.04931820853808,84.04931820853808,84.04931820853808,3,1
17.23046802369423,17.23046802369423,17.23046802369423,3,1
16.24185336049439,16.24185336049439,16.24185336049439,3,1
81.96928331101006,81.96928331101006,81.96928331101006,3,1
68.94696408175751,68.94696408175751,68.94696408175751,3,1
71.72082008363925,71.72082008363925,71.72082008363925,3,1
53.08583078948534,53.08583078948534,53.08583078948534,3,1
91.03932957553093,91.03932957553093,91.03932957553093,3,1
16.177775614412866,16.177775614412866,16.177775614412866,3,1
84.15298805130674,84.15298805130674,84.15298805130674,3,1
88.56403014778552,88.56403014778552,88.56403014778552,3,1
79.93000960584445,79.93000960584445,79.93000960584445,3,1
78.00605534924001,78.00605534924001,78.00605534924001,3,1
44.725910058397716,44.725910058397716,44.725910058397716,3,1
36.58093506590908,36.58093506590908,36.58093506590908,3,1
86.26094631343815,86.26094631343815,86.26094631343815,3,1
64.52221139632306,64.52221139632306,64.52221139632306,3,1
41.88174655277341,41.88174655277341,41.88174655277341,3,1
60.97423641746024,60.97423641746024,60.97423641746024,3,1
61.59788314636847,61.59788314636847,61.59788314636847,3,1
7.497788370471846,7.497788370471846,7.497788370471846,3,1
85.03833666490044,85.03833666490044,85.03833666490044,3,1
10.08734280093717,10.08734280093717,10.08734280093717,3,1
53.25203470757232,53.25203470757232,53.25203470757232,3,1
69.23572488745074,69.23572488745074,69.23572488745074,3,1
6.560582456395343,6.560582456395343,6.560582456395343,3,1
44.05661904965516,44.05661904965516,44.05661904965516,3,1
80.86101160794895,80.86101160794895,80.86101160794895,3,1
32.293088266456486,32.293088266456486,32.293088266456486,3,1
98.9454435849013,98.9454435849013,98.9454435849013,3,1
10.391360348856418,10.391360348856418,10.391360348856418,3,1
18.0477899870407,18.0477899870407,18.0477899870407,3,1
46.19092617937609,46.19092617937609,46.19092617937609,3,1
76.61224537382014,76.61224537382014,76.61224537382014,3,1
79.7086072325709,79.7086072325709,79.7086072325709,3,1
3.793061092972863,3.793061092972863,3.793061092972863,3,1
33.30684834930994,33.30684834930994,33.30684834930994,3,1
45.70073228539203,45.70073228539203,45.70073228539203,3,1
89.11292283129693,89.11292283129693,89.11292283129693,3,1
46.58894727660781,46.58894727660781,46.58894727660781,3,1
18.07080112417971,18.07080112417971,18.07080112417971,3,1
45.88380422115219,45.88380422115219,45.88380422115219,3,1
52.68287402429592,52.68287402429592,52.68287402429592,3,1
80.96839265586262,80.96839265586262,80.96839265586262,3,1
19.353052711021764,19.353052711021764,19.353052711021764,3,1
36.400079678937345,36.400079678937345,36.400079678937345,3,1
81.84139652341192,81.84139652341192,81.84139652341192,3,1
78.62467559111269,78.62467559111269,78.62467559111269,3,1
93.54568623058786,93.54568623058786,93.54568623058786,3,1
35.303485101856495,35.303485101856495,35.303485101856495,3,1
56.04646267625356,56.04646267625356,56.04646267625356,3,1
43.049376646452956,43.049376646452956,43.049376646452956,3,1
22.294982676960124,22.294982676960124,22.294982676960124,3,1
89.31273772759208,89.31273772759208,89.31273772759208,3,1
74.241279791781,74.241279791781,74.241279791781,3,1
45.4247108857156,45.4247108857156,45.4247108857156,3,1
43.14184685062335,43.14184685062335,43.14184685062335,3,1
69.62313985039287,69.62313985039287,69.62313985039287,3,1
19.850071575739115,19.850071575739115,19.850071575739115,3,1
98.40754616325879,98.40754616325879,98.40754616325879,3,1
13.471019145171901,13.471019145171901,13.471019145171901,3,1
55.61632321220596,55.61632321220596,55.61632321220596,3,1
89.79579883872829,89.79579883872829,89.79579883872829,3,1
98.4374906901306,98.4374906901306,98.4374906901306,3,1
21.157100789504593,21.157100789504593,21.157100789504593,3,1
16.57055733082524,16.57055733082524,16.57055733082524,3,1
11.050435975649608,11.050435975649608,11.050435975649608,3,1
9.290378145454538,9.290378145454538,9.290378145454538,3,1
18.126467638865424,18.126467638865424,18.126467638865424,3,1
56.23501363380064,56.23501363380064,56.23501363380064,3,1
23.606329967092275,23.606329967092275,23.606329967092275,3,1
8.780992739990943,8.780992739990943,8.780992739990943,3,1
48.7289785224328,48.7289785224328,48.7289785224328,3,1
43.48584470560445,43.48584470560445,43.48584470560445,3,1
63.47880110648069,63.47880110648069,63.47880110648069,3,1
70.79536560791693,70.79536560791693,70.79536560791693,3,1
35.331909979444745,35.331909979444745,35.331909979444745,3,1
13.230175909011303,13.230175909011303,13.230175909011303,3,1
79.41566601075567,79.41566601075567,79.41566601075567,3,1
89.20297301122297,89.20297301122297,89.20297301122297,3,1
55.910874690336996,55.910874690336996,55.910874690336996,3,1
88.26611658503155,88.26611658503155,88.26611658503155,3,1
5.398444754094974,5.398444754094974,5.398444754094974,3,1
20.663123078880364,20.663123078880364,20.663123078880364,3,1
88.61852784766991,88.61852784766991,88.61852784766991,3,1
51.942641613455024,51.942641613455024,51.942641613455024,3,1
11.773031353495666,11.773031353495666,11.773031353495666,3,1
74.89737711850076,74.89737711850076,74.89737711850076,3,1
28.361663618030022,28.361663618030022,28.361663618030022,3,1
34.19265952639377,34.19265952639377,34.19265952639377,3,1
73.944209230785,73.944209230785,73.944209230785,3,1
50.65125439162244,50.65125439162244,50.65125439162244,3,1
64.31087779926523,64.31087779926523,64.31087779926523,3,1
10.835851746980968,10.835851746980968,10.835851746980968,3,1
54.00888457207966,54.00888457207966,54.00888457207966,3,1
47.31358139046131,47.31358139046131,47.31358139046131,3,1
27.00424754138719,27.00424754138719,27.00424754138719,3,1
25.964853312121576,25.964853312121576,25.964853312121576,3,1
61.487044341976265,61.487044341976265,61.487044341976265,3,1
96.00067251959806,96.00067251959806,96.00067251959806,3,1
9.287577017092415,9.287577017092415,9.287577017092415,3,1
82.73908256184203,82.73908256184203,82.73908256184203,3,1
2.4374227150638053,2.4374227150638053,2.4374227150638053,3,1
84.84522799385473,84.84522799385473,84.84522799385473,3,1
71.75850807417825,71.75850807417825,71.75850807417825,3,1
92.01501721356648,92.01501721356648,92.01501721356648,3,1
10.716476282037322,10.716476282037322,10.716476282037322,3,1
39.25611167055173,39.25611167055173,39.25611167055173,3,1
99.65039190553735,99.65039190553735,99.65039190553735,3,1
81.93997764056549,81.93997764056549,81.93997764056549,3,1
79.95477535830375,79.95477535830375,79.95477535830375,3,1
2.0353509877208733,2.0353509877208733,2.0353509877208733,3,1
4.204127388342117,4.204127388342117,4.204127388342117,3,1
44.9284280021964,44.9284280021964,44.9284280021964,3,1
54.984021026514334,54.984021026514334,54.984021026514334,3,1
24.452551570932748,24.452551570932748,24.452551570932748,3,1
11.532162992965837,11.532162992965837,11.532162992965837,3,1
4.325604403029539,4.325604403029539,4.325604403029539,3,1
98.95088284785007,98.95088284785007,98.95088284785007,3,1
68.68451711135559,68.68451711135559,68.68451711135559,3,1
62.778757752017064,62.778757752017064,62.778757752017064,3,1
62.54271553278986,62.54271553278986,62.54271553278986,3,1
94.20050067309847,94.20050067309847,94.20050067309847,3,1
3.429262439021891,3.429262439021891,3.429262439021891,3,1
24.024063411149452,24.024063411149452,24.024063411149452,3,1
18.521249165411287,18.521249165411287,18.521249165411287,3,1
2.2029635215923897,2.2029635215923897,2.2029635215923897,3,1
60.99870252820458,60.99870252820458,60.99870252820458,3,1
57.866974181994316,57.866974181994316,57.866974181994316,3,1
1.0508701210984648,1.0508701210984648,1.0508701210984648,3,1
21.330187622493657,21.330187622493657,21.330187622493657,3,1
36.783186890056584,36.783186890056584,36.783186890056584,3,1
70.95264728334853,70.95264728334853,70.95264728334853,3,1
30.726178519409956,30.726178519409956,30.726178519409956,3,1
34.1686166904561,34.1686166904561,34.1686166904561,3,1
60.66362269098092,60.66362269098092,60.66362269098092,3,1
8.885533848964059,8.885533848964059,8.885533848964059,3,1
70.18205205080204,70.18205205080204,70.18205205080204,3,1
51.27481987635302,51.27481987635302,51.27481987635302,3,1
25.723388662380025,25.723388662380025,25.723388662380025,3,1
11.987162424121696,11.987162424121696,11.987162424121696,3,1
79.69556713986901,79.69556713986901,79.69556713986901,3,1
7.846466908122777,7.846466908122777,7.846466908122777,3,1
7.482228436461975,7.482228436461975,7.482228436461975,3,1
81.22036740332442,81.22036740332442,81.22036740332442,3,1
80.28445587241275,80.28445587241275,80.28445587241275,3,1
35.69039537847978,35.69039537847978,35.69039537847978,3,1
50.83829694722849,50.83829694722849,50.83829694722849,3,1
62.3075888458013,62.3075888458013,62.3075888458013,3,1
71.067841179818,71.067841179818,71.067841179818,3,1
28.122352791237052,28.122352791237052,28.122352791237052,3,1
84.96209801458885,84.96209801458885,84.96209801458885,3,1
61.62077496500642,61.62077496500642,61.62077496500642,3,1
39.88442941784988,39.88442941784988,39.88442941784988,3,1
38.02973483111471,38.02973483111471,38.02973483111471,3,1
43.53741056411669,43.53741056411669,43.53741056411669,3,1
47.813876737096685,47.813876737096685,47.813876737096685,3,1
57.9866277721602,57.9866277721602,57.9866277721602,3,1
8.269013863557415,8.269013863557415,8.269013863557415,3,1
82.98943742271642,82.98943742271642,82.98943742271642,3,1
21.40632496822602,21.40632496822602,21.40632496822602,3,1
56.04605077364048,56.04605077364048,56.04605077364048,3,1
12.853788034786593,12.853788034786593,12.853788034786593,3,1
15.679271163650428,15.679271163650428,15.679271163650428,3,1
38.60685499766182,38.60685499766182,38.60685499766182,3,1
22.716538406410155,22.716538406410155,22.716538406410155,3,1
93.01725729539648,93.01725729539648,93.01725729539648,3,1
64.47640473509551,64.47640473509551,64.47640473509551,3,1
79.59189393706454,79.59189393706454,79.59189393706454,3,1
88.60543468439299,88.60543468439299,88.60543468439299,3,1
22.204650317716116,22.204650317716116,22.204650317716116,3,1
18.6473320817453,18.6473320817453,18.6473320817453,3,1
87.22127292997709,87.22127292997709,87.22127292997709,3,1
19.70200546639908,19.70200546639908,19.70200546639908,3,1
67.3665557989859,67.3665557989859,67.3665557989859,3,1
34.618481862547,34.618481862547,34.618481862547,3,1
73.78632104174189,73.78632104174189,73.78632104174189,3,1
35.103914833723145,35.103914833723145,35.103914833723145,3,1
70.58324418784736,70.58324418784736,70.58324418784736,3,1
17.88550326038873,17.88550326038873,17.88550326038873,3,1
89.84145133563415,89.84145133563415,89.84145133563415,3,1
80.26841076146407,80.26841076146407,80.26841076146407,3,1
13.053069615223682,13.053069615223682,13.053069615223682,3,1
98.14861754609159,98.14861754609159,98.14861754609159,3,1
70.47016935682979,70.47016935682979,70.47016935682979,3,1
53.99438601360652,53.99438601360652,53.99438601360652,3,1
50.82465121368455,50.82465121368455,50.82465121368455,3,1
91.65507040684962,91.65507040684962,91.65507040684962,3,1
21.479994553261434,21.479994553261434,21.479994553261434,3,1
95.91467444212321,95.91467444212321,95.91467444212321,3,1
44.34302393703706,44.34302393703706,44.34302393703706,3,1
40.72484510409363,40.72484510409363,40.72484510409363,3,1
97.0080271028582,97.0080271028582,97.0080271028582,3,1
68.44498434645857,68.44498434645857,68.44498434645857,3,1
20.914058855905548,20.914058855905548,20.914058855905548,3,1
1.5246943081176607,1.5246943081176607,1.5246943081176607,3,1
28.85006550144097,28.85006550144097,28.85006550144097,3,1
20.896582225948954,20.896582225948954,20.896582225948954,3,1
48.56946347151052,48.56946347151052,48.56946347151052,3,1
67.3381068503647,67.3381068503647,67.3381068503647,3,1
76.50084743102936,76.50084743102936,76.50084743102936,3,1
90.81434015121532,90.81434015121532,90.81434015121532,3,1
66.53628143966756,66.53628143966756,66.53628143966756,3,1
77.85524526825229,77.85524526825229,77.85524526825229,3,1
87.41165682366709,87.41165682366709,87.41165682366709,3,1
66.55002301267909,66.55002301267909,66.55002301267909,3,1
84.58029262018005,84.58029262018005,84.58029262018005,3,1
99.37699976689723,99.37699976689723,99.37699976689723,3,1
80.3337755222496,80.3337755222496,80.3337755222496,3,1
62.62262071091215,62.62262071091215,62.62262071091215,3,1
18.901839904978942,18.901839904978942,18.901839904978942,3,1
42.29113654179721,42.29113654179721,42.29113654179721,3,1
42.822340283295816,42.822340283295816,42.822340283295816,3,1
89.55338752280115,89.55338752280115,89.55338752280115,3,1
38.01562076682088,38.01562076682088,38.01562076682088,3,1
6.736166234992066,6.736166234992066,6.736166234992066,3,1
48.02495197129623,48.02495197129623,48.02495197129623,3,1
8.592579092846629,8.592579092846629,8.592579092846629,3,1
15.142552886584953,15.142552886584953,15.142552886584953,3,1
37.019939022416864,37.019939022416864,37.019939022416864,3,1
89.77297840045155,89.77297840045155,89.77297840045155,3,1
74.07832290448123,74.07832290448123,74.07832290448123,3,1
28.08235729489652,28.08235729489652,28.08235729489652,3,1
8.105033344337903,8.105033344337903,8.105033344337903,3,1
29.730734588862564,29.730734588862564,29.730734588862564,3,1
41.084828491645496,41.084828491645496,41.084828491645496,3,1
42.31961859748912,42.31961859748912,42.31961859748912,3,1
37.31194474794869,37.31194474794869,37.31194474794869,3,1
82.9388428608584,82.9388428608584,82.9388428608584,3,1
68.52808582939099,68.52808582939099,68.52808582939099,3,1
16.244017553004998,16.244017553004998,16.244017553004998,3,1
2.3236356479185702,2.3236356479185702,2.3236356479185702,3,1
51.512832755550264,51.512832755550264,51.512832755550264,3,1
73.00156045914406,73.00156045914406,73.00156045914406,3,1
95.83715703253019,95.83715703253019,95.83715703253019,3,1
85.60142238783068,85.60142238783068,85.60142238783068,3,1
59.52662295095532,59.52662295095532,59.52662295095532,3,1
41.312682383836396,41.312682383836396,41.312682383836396,3,1
61.993741186266305,61.993741186266305,61.993741186266305,3,1
83.4422418472783,83.4422418472783,83.4422418472783,3,1
15.222808999879486,15.222808999879486,15.222808999879486,3,1
12.982933129865364,12.982933129865364,12.982933129865364,3,1
33.804175001164026,33.804175001164026,33.804175001164026,3,1
48.12128021858438,48.12128021858438,48.12128021858438,3,1
21.647784039019324,21.647784039019324,21.647784039019324,3,1
45.86004391420916,45.86004391420916,45.86004391420916,3,1
22.628442008360825,22.628442008360825,22.628442008360825,3,1
61.87147675717949,61.87147675717949,61.87147675717949,3,1
69.60942054376932,69.60942054376932,69.60942054376932,3,1
53.470332316250534,53.470332316250534,53.470332316250534,3,1
15.637916867403241,15.637916867403241,15.637916867403241,3,1
94.85285246183624,94.85285246183624,94.85285246183624,3,1
21.49875861904876,21.49875861904876,21.49875861904876,3,1
20.812442622921775,20.812442622921775,20.812442622921775,3,1
92.6921151732091,92.6921151732091,92.6921151732091,3,1
95.75969960259462,95.75969960259462,95.75969960259462,3,1
33.00426212602578,33.00426212602578,33.00426212602578,3,1
92.96074264653961,92.96074264653961,92.96074264653961,3,1
61.95159964883061,61.95159964883061,61.95159964883061,3,1
59.30252670337972,59.30252670337972,59.30252670337972,3,1
33.07842477387824,33.07842477387824,33.07842477387824,3,1
61.10736878237024,61.10736878237024,61.10736878237024,3,1
39.5062186081806,39.5062186081806,39.5062186081806,3,1
7.484317457739678,7.484317457739678,7.484317457739678,3,1
36.69120128747736,36.69120128747736,36.69120128747736,3,1
31.526429406632012,31.526429406632012,31.526429406632012,3,1
69.51944740815262,69.51944740815262,69.51944740815262,3,1
17.366940807088316,17.366940807088316,17.366940807088316,3,1
9.923344985380108,9.923344985380108,9.923344985380108,3,1
